"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Prerequisites: Setup starts or reuses the local server, registers page locators and opens a fresh Chromium context per row. Run the same four rows sequentially or with four Pabot workers via demo_prepare.gui.run_demo.
Steps and expected result: Use the row values in the single flat technical template: fill login, select workshop, enter note, check terms, submit and assert participant, confirmation and saved note. The runner verifies four distinct users and login overlap of one sequentially and four in parallel.


Kundenvorbereitung (siehe robot/tests/parallel/README.md):

1. Browser/Pabot-Runtime und vier unabhängige Kundenkonten samt getrennten Daten bereitstellen.

2. Kunden-Login und Locators im flachen Template umsetzen; Demo-Server/Barriere durch geeignete Kunden-Messung ersetzen.

3. Die Zeile dan / API Testing / Dan's examples durch ein eigenes Kundenkonto samt gültigen Formularwerten ersetzen.

4. Erwartete Bestätigung und Notiz je Konto festlegen; dieselbe Zeile in beiden Laufarten verwenden und eigene Kundendaten bereinigen.","1721","Browser Form And Text - Dan","UI Examples","2026-09-14","passed","2026-09-14","Bookings","Sequential","",""
"Prerequisites: Use the approved Playbot runtime with PDF modules and the versioned robot/data fixtures. Test setup creates a separate evidence directory; teardown attaches the comparison evidence.
Steps and expected result: The same documents pass when explicitly configured dynamic fields are masked.


Kundenvorbereitung (siehe robot/tests/pdf/README.md):

1. PDF-Runtime sowie freigegebenen Referenzbeleg und unabhängigen Ist-Beleg mit passenden Dateipfaden bereitstellen.

2. Beschreibbares Evidence-Verzeichnis und passende Aufbewahrung der Kundendokumente festlegen; Demo-Masken nicht ungeprüft übernehmen.

3. Dynamische Kundenfelder und zulässige Seiten-/Textmasken anhand realer Dokumente bestimmen.

4. PDFs wählen, die ausschließlich in diesen erlaubten Bereichen abweichen; Maskenformat und Seitenbezug prüfen.","17","Configured Page And Text Masks Ignore Dynamic Fields","","2026-09-14","passed","2026-09-14","Text Comparison","PDF Examples","",""
"Prerequisites: Setup starts the local demo server, registers page locators and opens Chromium with a fresh context. Public practice credentials and all controls belong to this fixture. The starting page is the login page with no signed-in user.
Steps and expected result: Assert an intentional short timeout, restore the normal timeout and verify successful navigation.


Kundenvorbereitung (siehe robot/tests/browser/README.md):

1. Browser-Runtime, Kunden-Test-URL und benötigte Rolle bereitstellen; den lokalen Serverstart im Fixture ersetzen.

2. Kunden-Locators/Seitenregistrierung und isolierten Browser-Kontext vorbereiten; Details in robot/tests/browser/README.md.

3. Eine kontrolliert verzögerte Kundentestseite oder entsprechende Fixture bereitstellen.

4. Kurzen Fehler-Timeout und normalen Wiederholungs-Timeout festlegen; die Demo-Delay-Query existiert nicht automatisch beim Kunden.","902","Slow Navigation Has A Bounded Timeout And Then Succeeds On Retry","UI Examples","2026-09-14","passed","2026-09-14","05 Contexts And Network Edge Cases","UI components","",""
"Prerequisites: Start the dedicated database Compose stack. Suite setup connects using connections.cfg and creates a unique table; test setup seeds id=1, alice, booked.
Steps and expected result: INSERT id=2 and SELECT within the same uncommitted transaction using no_transaction=True on both calls. Require two visible rows, execute ROLLBACK and require the original single row. A normal Query would commit, so the flag on the intermediate read matters.


Kundenvorbereitung (siehe robot/tests/database/README.md):

1. Treiber, erreichbare Kunden-Testdatenbank und passende Verbindungsdatei samt Alias bereitstellen.

2. DDL-/Seed-/Cleanup-Fixture auf eigene Testobjekte und erlaubte Rechte umstellen; Platzhalter an den Treiber anpassen.

3. Transaktionsfähiges Testobjekt, bekannten Ausgangsbestand und eine freie INSERT-ID bereitstellen.

4. INSERT und Zwischen-SELECT auf derselben Verbindung ohne automatischen Commit ausführen; erst danach explizit ROLLBACK.","10","SQL ROLLBACK Reverts An Uncommitted INSERT","","2026-09-14","passed","2026-09-14","Postgres","Database Examples","",""
"Prerequisites: Setup starts or reuses the local server, registers page locators and opens a fresh Chromium context per row. Run the same four rows sequentially or with four Pabot workers via demo_prepare.gui.run_demo.
Steps and expected result: Use the row values in the single flat technical template: fill login, select workshop, enter note, check terms, submit and assert participant, confirmation and saved note. The runner verifies four distinct users and login overlap of one sequentially and four in parallel.


Kundenvorbereitung (siehe robot/tests/parallel/README.md):

1. Browser/Pabot-Runtime und vier unabhängige Kundenkonten samt getrennten Daten bereitstellen.

2. Kunden-Login und Locators im flachen Template umsetzen; Demo-Server/Barriere durch geeignete Kunden-Messung ersetzen.

3. Die Zeile dan / API Testing / Dan's examples durch ein eigenes Kundenkonto samt gültigen Formularwerten ersetzen.

4. Erwartete Bestätigung und Notiz je Konto festlegen; dieselbe Zeile in beiden Laufarten verwenden und eigene Kundendaten bereinigen.","4560","Browser Form And Text - Dan","UI Examples","2026-09-14","passed","2026-09-14","Bookings","Parallel","",""
"Prerequisites: Use the approved Playbot runtime with PDF modules and the versioned robot/data fixtures. Test setup creates a separate evidence directory; teardown attaches the comparison evidence.
Steps and expected result: The name and date differ. Catch the expected failure and show the HTML/JSON evidence.


Kundenvorbereitung (siehe robot/tests/pdf/README.md):

1. PDF-Runtime sowie freigegebenen Referenzbeleg und unabhängigen Ist-Beleg mit passenden Dateipfaden bereitstellen.

2. Beschreibbares Evidence-Verzeichnis und passende Aufbewahrung der Kundendokumente festlegen; Demo-Masken nicht ungeprüft übernehmen.

3. PDFs mit extrahierbarem Text und einer gezielten Änderung in einem relevanten Kundenfeld wählen.

4. Erwartete betroffene Seiten und HTML-Diff festlegen; Beispielname und Datum sind Demo-Unterschiede.","67","Changed Text Produces A Readable Difference","","2026-09-14","passed","2026-09-14","Text Comparison","PDF Examples","",""
"Prerequisites: Setup starts or reuses the local server, registers page locators and opens a fresh Chromium context per row. Run the same four rows sequentially or with four Pabot workers via demo_prepare.gui.run_demo.
Steps and expected result: Use the row values in the single flat technical template: fill login, select workshop, enter note, check terms, submit and assert participant, confirmation and saved note. The runner verifies four distinct users and login overlap of one sequentially and four in parallel.


Kundenvorbereitung (siehe robot/tests/parallel/README.md):

1. Browser/Pabot-Runtime und vier unabhängige Kundenkonten samt getrennten Daten bereitstellen.

2. Kunden-Login und Locators im flachen Template umsetzen; Demo-Server/Barriere durch geeignete Kunden-Messung ersetzen.

3. Die Zeile carol / UI Automation / Carol's questions durch ein eigenes Kundenkonto samt gültigen Formularwerten ersetzen.

4. Erwartete Bestätigung und Notiz je Konto festlegen; dieselbe Zeile in beiden Laufarten verwenden und eigene Kundendaten bereinigen.","1638","Browser Form And Text - Carol","UI Examples","2026-09-14","passed","2026-09-14","Bookings","Sequential","",""
"Prerequisites: Setup starts the local demo server, registers page locators and opens Chromium with a fresh context. Public practice credentials and all controls belong to this fixture. The starting page is the playground.
Steps and expected result: Accept the confirmation dialog and verify the booking is cancelled.


Kundenvorbereitung (siehe robot/tests/browser/README.md):

1. Browser-Runtime, Kunden-Test-URL und benötigte Rolle bereitstellen; den lokalen Serverstart im Fixture ersetzen.

2. Kunden-Locators/Seitenregistrierung und isolierten Browser-Kontext vorbereiten; Details in robot/tests/browser/README.md.

3. Einen für den Test vorgesehenen entfernbaren/stornierbaren Kundendatensatz vorbereiten.

4. Bestätigungsdialog und Nachweis der ausgeführten Aktion bestimmen; Datenbereinigung beziehungsweise Wiederherstellung einplanen.","290","Confirmation Can Be Accepted To Cancel The Booking","UI Examples","2026-09-14","passed","2026-09-14","04 Modern Browser Controls","UI components","",""
"Prerequisites: Setup starts the local demo server, registers page locators and opens Chromium with a fresh context. Public practice credentials and all controls belong to this fixture. The starting page is the playground.
Steps and expected result: Demonstrate Playwright actionability waiting against a disabled control, with no fixed sleep in the test.


Kundenvorbereitung (siehe robot/tests/browser/README.md):

1. Browser-Runtime, Kunden-Test-URL und benötigte Rolle bereitstellen; den lokalen Serverstart im Fixture ersetzen.

2. Kunden-Locators/Seitenregistrierung und isolierten Browser-Kontext vorbereiten; Details in robot/tests/browser/README.md.

3. Ein Control auswählen, das im Kundensystem erst nach einer beobachtbaren Vorbereitung bedienbar wird.

4. Stabilen Locator, erwartete Wirkung und angemessenen Timeout festlegen; keine feste Wartezeit als Ersatz einbauen.","1196","Click Automatically Waits Until A Delayed Button Is Enabled","UI Examples","2026-09-14","passed","2026-09-14","03 Forms And Playwright Waiting","UI components","",""
"Prerequisites: Enable datadriven and read the adjacent semicolon-delimited CSV. Each data row becomes a separate Robot and Allure test. Enable browser and initialize Chromium; the template creates an in-memory HTML page and always closes the session.
Steps and expected result: Open a browser session, create the data URL page, read its title and compare with expected_title from each CSV row. FINALLY closes the session even if the assertion fails.


Kundenvorbereitung (siehe robot/tests/data-driven/README.md):

1. DataDriver-Modul und CSV-Datei mit passendem Semikolon-Dialekt und exakt passenden Argumentspalten bereitstellen.

2. Je Zeile eindeutigen Namen, Eingaben und unabhängigen Sollwert definieren; fachliche Daten der Demo ersetzen.

3. Zusätzlich Browser-Runtime, Kunden-URL/Login und Solltitel je CSV-Zeile bereitstellen.

4. Die eingebettete data:-Demoseite ersetzen; Browser pro Datenzeile öffnen und auch bei Fehlern schließen.","2081","CSV Browser Title - First Row","Module Examples","2026-09-14","passed","2026-09-14","Browser Composition","Data-Driven","",""
"Prerequisites: Setup starts or reuses the local server, registers page locators and opens a fresh Chromium context per row. Run the same four rows sequentially or with four Pabot workers via demo_prepare.gui.run_demo.
Steps and expected result: Use the row values in the single flat technical template: fill login, select workshop, enter note, check terms, submit and assert participant, confirmation and saved note. The runner verifies four distinct users and login overlap of one sequentially and four in parallel.


Kundenvorbereitung (siehe robot/tests/parallel/README.md):

1. Browser/Pabot-Runtime und vier unabhängige Kundenkonten samt getrennten Daten bereitstellen.

2. Kunden-Login und Locators im flachen Template umsetzen; Demo-Server/Barriere durch geeignete Kunden-Messung ersetzen.

3. Die Zeile alice / UI Automation / Alice's laptop durch ein eigenes Kundenkonto samt gültigen Formularwerten ersetzen.

4. Erwartete Bestätigung und Notiz je Konto festlegen; dieselbe Zeile in beiden Laufarten verwenden und eigene Kundendaten bereinigen.","1897","Browser Form And Text - Alice","UI Examples","2026-09-14","passed","2026-09-14","Bookings","Sequential","",""
